article,anchor_price
76428547257,11047
76428547258,13051
76428547259,10521
76428547260,10521
76428547261,13051
76429899299,2457
76318551648,2207
76249445930,557
76111540256,10258
76111540247,10258
76111540248,10258
76111540249,10258
76111540250,10258
76111540251,10258
76111540252,10258
76111540253,10258
76111540254,10258
76111540255,10258
76111540257,10258
76111540258,10258
76111540259,10258
76111540260,10258
76111540261,10258
76111540262,10258
76111540263,10258
76111540264,10258
76111540265,10258
76111540266,10258
76111540267,10258
76111540268,10258
76111540269,10258
76111540270,10258
76111540271,10258
76111540272,10258
76311540131,9658
76311540132,9658
76311540133,9480
76311540134,9658
76245A86E14,5729
76245A86E15,5729
76245A86E16,5729
76245A86E17,5729
76245A86E18,5729
76245A86E19,5729
76225A80889,17784
76225A80885,27634
76225A80886,17784
76225A80887,17784
76225A80888,27634
76225A80890,17784
76225A80891,17784
76225A80892,17784
76225A80893,17784
76225A80894,27634
76225A80895,26581
76225A80896,26581
76225A80897,27634
76319480530,8734
76319480531,8734
76319480532,8734
76319480533,7999
76111540282,9719
76111540273,9719
76111540293,9719
76111540274,9719
76111540275,9719
76111540276,9719
76111540277,9719
76111540278,9719
76111540279,9719
76111540280,9719
76111540281,9719
76111540283,9719
76111540284,9719
76111540285,9719
76111540286,9719
76111540287,9719
76111540289,9719
76111540290,9719
76111540291,9719
76111540292,9719
76111540294,9719
76111540295,9719
76111540296,9719
76111540297,9719
76111540288,9719
76121541031,30083
76121541032,30083
76121541033,30083
76117922872,11832
76117922873,11832
76117922874,11832
76117922875,11832
76117922876,11832
76117922877,11832
76117922878,11832
76117922879,11832
76117922880,12962
76117922881,11832
76117922882,11832
76317922389,12253
76317922390,12253
76317922391,12253
76317922392,11610
76317922393,11610
76117922848,18092
76117922849,16518
76117922850,16518
76117922851,18092
76117922852,18092
76117922853,16518
76117922854,16518
76117922855,27924
76317922395,12253
76317922396,12253
76317922397,12253
76317922398,11610
76317922399,11610
76315A80852,17009
76211541055,4469
76211541056,4893
76211541057,4469
76211541058,4893
76211541059,4893
76211541060,4469
76315A80853,17009
76315A80854,17009
76315A80855,17009
76315A80856,17009
76315A80857,17009
76315A80858,17009
76215A86799,8195
76215A809A2,8195
76215A809A3,8195
76215A809A4,8195
76215A809A5,8195
76215A809A6,8195
76215A809A7,8195
76315A80831,26167
51257688841,2392
61432411680,1229
77402451054,6153
77418520295,7179
77312465258,6027
77147700464,11586
77412472174,27149
77525A417F9,3706
77239829428,9750
77025A5F058,10068
77148356941,10429
51910301918,1256
76137922972,6684
76137922970,6684
76137922971,6684
76137922973,6684
76137922974,6684
76137922975,6684
76137922976,7326
76137922977,6684
51912360754,1971
77492463726,15696
77452463725,6518
77517108971,10692
46638404850,12371
51168414268,1807
52538544780,19168
51168406497,14228
52538562135,14956
76221541073,12732
76221541074,12732
76221541075,12732
52538532738,19168
76127922563,11655
52538564837,21742
51148164924,2864
63238522500,3570
71607719449,7785
46518560671,1436
76171539761,3242
46639467786,8960
76171539762,3242
76171539763,3242
76171539764,3242
76171539765,3242
76171539766,3242
76171539767,3242
76171539768,3242
63178532147,13093
71607688877,5788
63138522499,3729
77338554727,15991
77348560267,9639
77439457027,8207
77498536210,7179
76319480515,3578
71607720256,4049
77022414853,3585
76111539723,11751
76111539724,11751
76111539725,11751
76111539726,11751
76111539727,11751
76111539728,11751
76111539729,11751
76111539730,11751
76317922413,13264
76317922414,13264
76317922415,12631
76317922416,12631
76317922417,34154
76317922418,34154
77515A2A474,26356
77405A0ECF0,6040
77405A0ED10,9860
77452471174,3156
76117922537,7185
76227922738,16210
76227922739,16210
76227922740,16210
76227922741,16210
76227922742,16210
76227922743,16210
76227922744,16210
76227922745,16210
46541539602,14743
46638403844,1286
76117922860,16524
51910302045,1593
76117922861,16524
76117922862,16524
76117922863,16524
76117922864,16524
76117922865,16524
76117922866,16524
76117922867,16524
76117922868,16524
76117922869,16524
76117922870,16524
77439829378,22191
76311540067,8489
76311540068,15435
76311540069,8526
76311540070,15435
76311540071,15435
77448523742,11586
76141539828,37127
76141539829,42693
76141539830,37127
76141539831,37127
76141539832,29900
76141539833,29900
77348553994,23008
77498534711,7179
77498545097,15814
77228355204,9272
76317922383,12253
76317922384,12253
76317922385,12253
76317922386,11610
76317922388,11610
77338559548,10147
77492451076,19772
76318537944,1893
77498543224,2228
77498562634,6855
77252414845,13684
77438548308,5338
77498562633,3463
77331686592,12744
77252462956,19097
77448523743,7075
77418563761,18200
77232462953,16128
77222462947,9872
76817921669,9933
76817921671,9933
76817921672,9933
76817921673,9933
76817921674,9933
77322459287,6120
77119444595,66647
77142459289,11702
77439829379,17695
77122462935,75360
77452466660,3770
77418392339,19730
77319829375,16471
76317922434,9713
76317922435,25575
76317922436,20097
76317922437,25575
76317922438,20097
76317922439,25575
77319829374,16471
77417921897,10429
46638392776,15287
63179457322,7599
77122469284,26924
77419832034,22014
76138504563,49004
76138504556,49004
76138504557,33481
76138504559,34912
76138504560,34912
76138504561,34912
76138504562,49004
76138504563,49004
76317922401,13436
76317922402,13436
76317922403,13436
76317922404,12791
76317922406,34154
76127923017,6506
76127923018,16654
76127923019,6506
76127923020,11785
76127923021,6506
76817921677,9933
76817921678,9933
76817921679,9933
76817921680,9933
76817921681,9933
76817921682,9933
76218536390,6769
76218536381,6628
76218536382,6628
76218536383,6628
76218536384,6628
76218536385,6628
76218536386,11549
76218536387,11549
76217106062,6451
76217106063,6451
76118504604,17346
76118504605,17346
76118504606,17346
76118504607,18997
76118504608,18997
76118504609,49004
76118504610,18997
76118504611,49004
76118504612,49004
76118504613,56359
76118504614,49004
76118504615,17346
76118504616,40499
76118504617,40499
76118504618,49004
76118504619,35220
76118504620,49004
76118504622,49004
76118504623,49004
76118504624,17346
76118504625,49004
76118504626,49004
76118504627,40499
76118504628,49004
76118504629,49004
76117922615,28421
76117922616,28421
76117922617,28421
76117922618,28421
76117922619,28421
76117922620,28421
76117922621,28421
76117922622,28421
76217913922,6769
76217913923,6769
76127922987,20097
76127922988,20097
76127922991,20097
76127922992,20097
76127922993,20097
76127922994,20097
76217913946,11945
76217913948,11945
76217913949,11945
76217913950,11945
76217913951,11945
76217913952,11945
76118504461,33481
76118504462,49004
76118504463,38238
76118504464,34912
76118504465,34912
76118504466,34912
76118504467,34912
76118504468,49004
76118504469,49004
76118504470,49004
76118504471,49004
76118504472,35153
76118504473,34912
76118504474,34912
76118504475,34912
76118504476,33251
76118504477,49004
76217913967,6113
76217913968,6113
76217913969,6113
76217913959,6458
76215A80970,7559
76215A80971,7559
76215A80972,7559
76215A80973,7559
76215A80974,10325
76215A80975,7559
76215A80976,7559
76215A80998,8012
76215A80996,8012
76215A80997,8012
76215A80998,8012
76215A80999,7706
76215A809A0,8012
76215A809A1,8012
76118504710,96206
76118504711,96206
76118504712,96206
76118504713,96206
76118504714,96206
76118504715,96206
76118504716,96206
76118504717,96206
76117922525,8005
76117922528,8005
76117922529,8005
76117922530,7620
76215A80977,14353
76215A80978,14353
76215A80979,14353
76215A80980,14353
76215A80981,14353
76215A80982,14353
76215A80983,14353
76118504675,39108
76118504676,27575
76118504677,12880
76118504678,12880
76118504681,39108
76118504682,39108
B66953318,3952
A20384000209B51,2300
80A057800,4408
80A087000,1589
8U0061109,3419
B66953607,4103
4L0019819A,4510
4H0919311,726
B66041451,4923
B66850788,4405
4M0061609,2547
4H0051701C,11887
A0009820021,4476
4L0061127,3690
B66470994,49
A0005830461,1699
A0005833500,1600
A0008103300,4390
A0008272000,9190
A0008160000,15972
A0008103400,9817
3V0061129,1876
4G0052133G,10066
A0008104100,5700
A1778108103,4918
B66959621,3839
B66955750,3300
8W1864777B3Q7,3475
B6695453164,2779
3R0919311,1290
4M0919303,1525
4M0065110,5910
B66954533,3980
3122300100,3226
3122200300,4100
3122200100,3911
3122200400,3900
3131701000,2690
3131701020,2690
3132103200,3995
3132102500,2890
3132102300,3190
3132102200,3399
3292200400,4473
3292200100,3190
3181900701,3059
B66450413,4013
B66956014,3800
3181900600,4007
B66041540,4800
3181900617,3942
B66952886,4900
B66959210,3922
B66959274,4990
B66958964,3737
B66958962,3900
3181900618,3642
3181900605,4411
3182400400,2405
3182300100,3374
3181900603,4411
3182100500,2954
3181900606,3383
3181900607,2641
3181900612,2718
85H087009,1600
000087009AS,1518
000087009A,818
85H087009L,1800
000087009AC,748
000087009C,1017
80A087009,2134
80A087009A,1365
80A087009B,1242
81A087009,900
81A087009A,594
81A087009B,594
4M1061221C041,4926
4M1061512041,4111
4M0061182,9029
80A061511041,3653
8R1061501041,4682
8R0061511041,3664
4G1061501041,4348
4G0061511041,3226
4G5061180,10900
4L0061511041,7300
4L1061501041,5358
4M1061275MNO,6904
4G1061270MNO,7666
4K8061501041,5290
8W7061501041,6160
4M8061501041,5141
8S1061501041,5428
8V5061502041,4082
8X0061511041,3977
8U0061511041,4548
4K0061511041,3451
8U1061501041,4174
8V5061512041,2996
83A061511041,3258
4H0061512041,6570
8W0061511041,3456
4G8061270MNO,9900
4K1061501041,4366
8W7061501A041,4339
8W1061221A041,7971
4N0061511041,4999
8P0061511041,4190
8W1061501041,3980
4M1061512A041,3999
4N4061512041,4462
4H1061501041,6998
8W1061275MNO,6359
4N1061501041,5928
8K0061276MNO,4286
8T0061511041,4299
4G8061501041,4019
83B061501041,4307
4K5061180,7887
8W0061511A041,3373
4M8061221A041,6317
4M1061221B041,6591
8W7061221B041,4927
4KE061511A041,4156
4KE061511041,3963
4M8061180,8652
4KL061501041,4743
8R1061270MNO,10290
4M1863011HRPP,20800
4KL061275MNO,9987
4KE061276BMNO,5996
80A061511A041,3936
80A061182,7203
4K1061221A041,5505
B66958960,4970
B66041533,4900
B66043226,4800
B66954814,4180
A2218800086,3632
A2108800186,3603
B66043065,3794
B66472002,4290
A1668170116,1606
A22240022009040,1582
A17140001255337,1319
B66472004,4199
A0019901607,6800
B66470203,1011
26000706ZZ,300
3152200100,2350
B66470202,1714
A2078170316,2460
4KE071156A,4602
A00040009009790,3889
A00040009009283,3180
A00040009003594,3290
000071154A,5999
A1408800286,4185
A2228101200,4981
3292100100,1200
3291900100,1272
4F0853601A2ZZ,2253
4M8853740AT94,5190
4H0853605CT94,5316
8S0051435K,1490
4M0853748,4299
8N0853601A,2637
4N0071208AY9T,4920
A2228170016,2741
A1648170016,2792
A6387580058,2434
B66041524,4990
B66953338,7247
B66958326,5988
B66041523,3997
B66959266,2780
B66957516,1893
8D0012244A,181
4M0601173A,146
4M0601173D,150
321601173AZ37,80
4M0601173E,124
4M0601173C,80
4F0071156A,3367
80A071215,2298
83A071455,4199
4K0071455,4235
82A071455,4242
80A096311,1974
89A096306,940
00A096302020,847
00A096301A020,1025
4L1096372,2698
000096323J,1498
81A096311,1190
5HV084300041,2583
000084300AT530,1590
5HV084303A041,1000
7E9084300B,3951
7E9087010,962
33D087010A,2200
000087010BN,675
000087010NYPN,958
000087010RYPN,1390
000087010BMYPN,943
7E0087013,1580
7E9087013,1294
000087010BQ,556
5HV087013,1590
2GA087010,1493
000087010BT,990
000087010SYPN,1672
000087010APYCC,1722
000087010FYPN,1823
000087010ADYPN,1720
000087010QYPN,1929
000087010LYPN,1318
000069601BQ,1480
000069601BR,1640
000069604S,1588
5HV069601A,3100
5H6069601,2380
KUKGTITA01,1700
KUKGTITA02,1700
7E9069604A,1984
5HV069604,3680
5H0087600,5186
000061126A041,1250
5KA087216,1560
5G0601171XQI,1384
7T0061109A,3618
1T0065111,5236
5N0065111,5962
000087012AN530,1460
000087012ALGCA,1290
000087012AN3H1,1328
5GV061550041,6451
5GE061500B 041,3564
3G1061500A82V,6720
5G1061502A82V,4137
5G1061550C041,4431
111087511,1390
7E9087318,1100
7E9087317,4526
7E9087317A,4888
000087318J,5733
5HV087318A,999
000087318K,1290
000087329E,6924
WAP0800050C,3830
WAP0800040C,3280
B66953741,1498
B66955044,11970
B66958422,3086
B66955215,6897
B66953742,2530
B66958424,3424
B66045160,6050
B66041565,4919
B66958980,3346
WAP0500920E,3876
WAP0500050LFMS,2783
WAP0303050L,3506
WAP0500900LHRT,2387
B66958981,3490
80275B320E7,1736
80275B320E8,1736
80275B320E9,1736
80285B32121,522
82205B30D98,2885
80285A21218,1314
80285B32107,1736
80285B32105,1736
80285B32106,1736
80285B32110,2007
80285B32108,2007
80282465945,1050
80285B32113,1736
80285B32112,1736
80285B32111,1536
80285B32109,2007
80285A0A701,1121
80235B320F3,2699
B66960828,15980
B66963755,3890
B66960620,3875
B66960823,8000
B66960817,4200
B66960558,4190
B66960621,3975
B66960459,6038
B66960818,6200
B66960252,3406
B66959341,2838
B66958412,4633
B66958411,4190
B66958408,5380
B66952989,3900
B66959655,12596
B66959343,3688
B66956785,20570
B66959386,9358
B66959387,7845
B66959442,4999
B66043350,980
B66043352,1090
B66043351,1130
B66954239,4200
B66954467,1790
B67812049,9960
A21268060489G33,9957
B66680152,8874
B66290102,7350
B66680188,6631
A16668000489F87,8710
A16668035019051,15410
A22268051489G33,5400
A22268050489G33,5120
A22268044489G33,6559
B66294232,8390
80235B320F2,2699
80235B320F4,2699
B67812039,7858
80235B320F6,2699
80235B320F5,2699
B66680260,6724
80225B320C4,4184
B66953080,1608
80215B320C0,3399
80215B320C0,3121
80225B320E5,9405
80225B320E2,13999
80225B320E6,9405
80225B320E1,13300
80225B320E4,13205
80225B320E0,13305
80225B320E3,13205
B67870476,2847
B66528233,4559
B66560459,3069
B66580001,3359
A2228900178,6300
A1668900078,9350
80245B320F9,1736
80245B320F8,1736
A1668900378,6551
80245B32100,1736
A1668900178,5121
A1668900578,5648
A2138900200,5771
A2138900100,6952
50JDCH846BLA,2653
50JFLG353BKA,2153
50JRCORPMUG14,2150
50JHMG971SLA,4509
50JGMG898RDA,2700
50JEGF148BKA,3658
50JEUM119BKA,4500
50JELU258SLA,27399
8X0061180,4690
8T0071128,10000
4M0071129A,11560
8R0071156F,4607
000071154B,3974
000071154A,6186
71154,5690
8X0075101A,3100
8X0075111,4039
8X1061270A,2185
8R0052001E,3652
82A071455,5112
80A071215,2880
8X0019409A,3591
00A096320020,1200
00A096315A020,1000
4M8096323B,1481
8R0096010D,2000
00A096327020,1552
4L0096352020,2990
8R0096151A,800
00A096325020,1248
00A096329020,436
00A096317A020,1099
80A096010B,1763
96300020,1990
4K0096317,1499
8V3061160,4561
5E1064205,6430
8V1061270A,4790
8V5061180,9790
8W5061180,6442
8W6061180,9158
8W00725303Q0,27980
8W6075111,8590
8W0071762,6990
8W8061180,8300
4G0075111B,5203
4G5071210A,13990
4H0075111,8787
4E0061511041,4150
81A061180,8690
81A075106,4375
81A075101,4200
81A075105,3430
81A075111,2907
81B061501041,3700
81A061511041,3564
145299,4590
145300,4590
80A075106,5800
80A075101,6473
80A075116,6086
80A075111,6420
4M00725303Q0,12290
80B061275MNO,6290
8K0071762,5900
4M0061170,8932
4M0064160A,15939
8P0054690B,7959
A1768140041,4317
A0008900294,3666
A1668600034,11500
A1768900178,3902
A2468900078,3801
A0009701302,36400
B66470155,6000
B66470206,2490
A22040001257258,2420
A22040001259283,2574
A22040001257756,2722
B66470200,2060
B6658814064,3587
A17668051019G33,3633
A17668050019G33,4532
55749Set,9980
56899Set,4479
56965Set,3377
56966Set,2400
57400Set,2700
59141Set,6370
10255605,24700
10256510,20800
11305798,2144
17105248,3610
19019673,3093
19019680,2260
19019819,2886
19029160,2086
19-045771,3180
19064529,3923
19104300,3948
19106649,4678
19193304,7223
19240329,7880
19-263007,7600
19276892,10464
19276915,6488
19-276922,10920
19313658,3800
22-001993,5100
22044204,4100
22-214287,6910
22220585,6890
22-240583,4963
22276124,8573
22295309,10920
22-295316,10900
22-295415,4980
22305022,14600
24016353,13000
24060905,10250
24114714,4430
24144834,9880
24166621,19240
24178495,15470
24260756,9100
24-260763,9200
24276108,5796
27271001,39900
35264545,11830
CI79000S,9880
CI81000P,9490
TX 54 83D,959
0140330061/HD,2935
016 050 0152/HD,8910
1006100037/HD,2280
1006100085/HD,2090
3001351007/SK,4990
3123200007/S,1370
3123200008/S,1480
312 320 0029/S,1294
314 137 0005/S,2699
314 137 0007/S,3463
3146100000/HD,2622
3147530002/HD,8090
3147530003/HD,8499
3160500003/HD,5750
3160500016/HD,4455
3160500062/HD,6290
3160500080/HD,39650
3160500095/HD,7260
A000989210711FAEE,1150
A000989210713,3990
A000989210717FAEE,104000
000989220717FBDE,99580
000989330911ABDE,896
000989330913ABDE,3680
000989450411FDXE,1699
000989590411ADNE,2190
000989680511ADNE,895
000989690611ABDE,976
000989820711FBDE,1100
000989820717FBDE,90850
002989060311CDND,2190
90688211149B51,990
51472473238,5484
8R0052001E,3145
5H0061104,3990
2GA061160,4107
5N0061160,4556
5H0061161,7800
760061161,8327
4M8061221B 041,6372
8W7061221B 041,5790
80A061276A MNO,4399
7P1061500  041,5588
4G1061501  041,4522
4J3061501  041,5800
4K1061501041,4366
8W1061501041,3980
7C1061502A 82V,5333
4J3061511041,4690
4M8071006A,11257
4KE071073,3900
000071215D,3122
000073900E,4210
4M0075101,8650
5HV084300  041,2640
80232864119,3335
32306854045,33049
51459201671,1707
61319161896,2942
61319291693,5716
61319296904,36241
61319355233,5484
61615A3EDC5,22500
64119312722,49116
26000745,1100
80935B308D6,11824
80915B319B9,28421
80165B5D0E8,2428
80915B319B8,28421
80915B319B7,28421
80935B308D5,7944
80935B308D3,8256
80935A7E4B5,6372
80935A0A712,22682
80235B5F629,1736
80235B5F627,3292
80235B5F658,2428
80225B5F637,7663
80165B5F608,5086
80165B5F607,5086
80435B5D025,8256
80225B5F661,15447
80235B5F654,2771
80215B5D132,2521
80455A7E4B6,3075
80435B319C0,11286
80435B308C3,13152
80225A8F293,43018
80225A8F292,68061
80232864006,1993
51479464399,4754
63312469631,2264
18302464503,20872
16112472988,5397
51112470632,12347
80235B81118,693
80235B81117,693
80225B5D130,5848
80225B5D129,4390
80225B5D128,4390
80212466329,8850
80275B319B5,4092
80225B4C825,8256
80235B38DA7,2664
80435A8F296,10692
80435A51946,7724
80435A8F295,11824
80215B319B4,3399
80215B319B3,4184
80435A51948,8850
80235B38DA6,2664
80245B38DC5,1043
51168077001,30137
51168077002,30137
51472457272,19547
51142472849,3670
80425B5F652,1307
80425B5F651,1307
80425B5F649,1307
51145A72997,3670
51142472835,3670
36135A37E40,2728
51148087193,3863
51147498981,2757
51767288752,3015
51148219237,2757
51147463684,2757
51910429335,1593
83125B54768,764
83125B5EDC9,422
83125B54100,4138
83125B54103,3778
83195B55BD9,2250
83125B53889,4542
83125B53876,1557
83125B54123,7289
83125B53888,507
83125B54995,600
83125B54996,600
83125B558F3,1659
83125B54D04,1000
83125B541A1,764
83125B531D3,672
83125B5FDE2,615
83125B531D6,536
83125B5FDE0,615
83125B5FDD6,215
83125B558E8,1536
83125B524D0,1257
83125B51EC5,615
83125B5C435,850
83125B57E22,850
83125B5ED57,422
83135A824F2,422
51915A33C83,1593
83120390086,872
83195B31008,4634
83125A16100,258
82712457808,20103
82715A34855,22109
82705A69956,24014
82712444244,20103
80425B5F647,1307
80425B5F645,1307
80435B5D027,8256
80435B5D026,8256
83125B542A2,329
83215B5BFA4,807
83215B49CA2,1207
83215B5A201,893
51475B3C4F4,10092
51472446335,7748
51472446336,6080
51472468590,7393
51475A87FF7,10092
51475B3C4E9,6365
51475A40B27,16861
51475A3E593,6653
51475B3C4F2,10478
51475B3C4E7,4655
80165B5F615,2699
80165B5F616,2699
80165B5F617,2699
80165B5F614,2699
80165B5F613,4092
80165B5F612,2699
80165B5F609,2428
80165B5D0F2,2428
61615A974B1,4648
61615A9DCE3,4648
61615A87C90,4092
61615A85266,4880
61612455437,3806
80165B5D0F3,2635
80165B5D0F1,2428
80275A7E4C0,3121
80275A87989,3121
80275A87986,3121
51912448771,1593
61319217643,436
66126912985,200
71121507292,1336
61612408631,3912
51145A92E37,3670
63315A64018,6451
63135A5C852,49026
51145A722F4,3670
51628083993,36415
51142472836,3670
51138072086,7779
18308682297,3998
51118082585,3171
51142472832,3670
51475A50926,4781
51475A40B17,11874
51475A40B10,11874
51478745786,10870
51472462750,7381
51472462751,5788
51162471107,11691
51475A8D4C4,11457
51475A62BC5,4754
51475A43444,4725
51475A26849,3682
51475B313F8,9315
51472458861,7143
51955A4DA75,11580
51137019946,2978
80435B5D022,8256
80425B5F644,1307
80275B6D534,1036
80275B6D533,1314
80235B5F625,3142
65502475154,3221
80435A5D002,10631
80435A51951,9444
80165B38D97,3399
80165B38D98,4443
51472414589,10692
51472365854,5484
51472347733,4859
51475A134A7,3742
51477220450,10056
51477316626,8746
51472451765,22298
51478096688,12087
51477910436,9621
80165B4C824,4092
80165B38D99,3399
80165B38D95,2428
51719628252,41228
36115A64989,46777
36115A64990,46777
51472457268,17766
51162446821,30137
51162446822,30137
51145A26A67,9327
51712410146,4814
51115A56347,21694
51115A56346,21694
51712355447,8446
65205A59AB3,21748
11122444214,138231
83125B5FF99,665
51912148503,1593
51911900346,1478
83125B54CF5,3977
83125B54108,4655
83125B52421,2707
83125B53201,507
51912148499,1374
51910302070,1593
51479471112,1600
85H061180,11180
8W5061180,6442
85B061221E 041,6760
11B061445  WGK,6240
3G8061500  82V,7380
4KL061501  041,5190
4N1061501  041,6190
7281900101ZZ,360
000087703ME041,220
571061500  82V,7650
85H087009,819
3152500900,3290
76106150082V,9189
4M8061501  041,5290
3292400700,3849
80A096325,900
KUKOL0185BL,3099
3292400100,4086
3152200500,8099
5H0087012530,1325
2HJ06150082V,5073
3132402630,2184
1K6069601,2746
760071151A,33120
000071213F,12980
571075101,4926
7F0075101,6770
571075111,4623
7H0075111,6166
11G084500,2263
000087000T,999
85H087009C,1004
000087010CSYPN,1568
000087329F,1600
571096151,990
000096352L,1703
3132001513,2528
3132102403,2794
3292200600,3349
3152201400,3990
3152300200,5070
3132300803,2966
3292400500,4432
3292400800,4390
3132402000,3989
KUKGTITA51,2399
4M0051472A,65447
57L061160,5980
5NA061160,4411
3J1061500  82V,7150
5H1061500  82V,6340
80B061501041,4469
4K0061511A041,3672
85H071073,3979
4M0071803,3900
5HV084303A 645,764
000087010ACYPN,947
330087010A287,1914
571087625,2220
3152200200,2518
3182400200,2980
3222400400,3033
3182400500,2390
3292400600,3390
3132402100,4129
3132402610,2702
3132402620,2190
76007320AAX1S,338396
76007329AZ49R,269290
76117922526,8005
76117922527,8005
82292469991,2000
51142355377,4562
51142364773,20133
51132410449,4443
51142347947,7534
51165B339A7,9113
51475B3B9E1,4542
51475A2DA78,3356
51475A2DA77,4310
51475B38C53,5888
51475B50A85,3942
51475B50A81,5059
51475A56031,3770
51472408523,3206
82292358510,2642
51472408527,5603
51952349510,7950
51472358056,3028
83125B524B7,3700
83125B52451,572
83125B5E672,493
83125A978E7,1707
83125B52303,707
83125A93455,200
83190446964,1100
83122288914,579
51910301838,1329
51165B339A8,9113
82195A8FAE6,101822
36135B30FD1,6047
63132462095,18417
51149447808,3806
82162338566,3292
82162338565,3292
51149880868,2342
51712457413,6027
51142459030,4443
83212465850,807
80425B5CFC7,565
82262288694,1229
80165B320B9,1736
80165B320B8,1736
80145B320B3,2835
61905B60470,42339
61625A73443,3700
61625A638E9,1357
16115A7AD86,5397
61615B3EF89,4648
61615B3E756,4648
61615A576A9,4124
61615B36879,4648
82205B30D97,2528
82205B30D95,2528
82205B34847,2528
82205B30D96,2885
80275B54F34,1736
82722472965,13856
82725A57166,46564
82715A50645,18849
82712327919,19097
82712327922,20103
51142336751,6054
82722326528,22830
51149880865,2670
80225B54F31,6537
71102333675,7424
36110048006,29598
36135B30FD0,5039
36122470972,13998
36116855106,12146
36115A8E5B5,32337
36115A8FFA8,30148
36115B30EE7,23570
36112461642,30693
36115A8E5B7,33438
36115A24E75,23020
80285B54F36,2007
80225B320D6,6113
80225B320D8,7724
80165B54F28,2428
80165B54F29,2428
80165B54F27,2699
80165B320B5,2428
80165B320B7,2428
80165B320B4,2428
80165B320B6,2428
61615A87CC6,3925
77418567204,22014
77408569660,22014
77408569659,22014
77411539594,25457
77438566446,26279
77415B6A143,27764
77415B6A144,26072
77438566126,9076
71607720456,28936
46549445164,55562
46548393199,55562
77438565872,55562
80225B320D2,5429
80225B320D0,2699
80225B320D1,2699
80225B320D3,5289
80225B320C6,2599
80225B320D4,5529
80225B320C7,2400
80225B320C9,2699
77438527849,24439
71607692173,19287
71607670828,19287
77438544631,55562
46548393200,55562
77438544630,57562
77418520296,7179
77438549130,4774
77418543199,6531
77418549408,6531
77418520301,7179
77498534712,7179
77458520297,11072
77495A3C3E0,11696
71607680541,6072
71607699057,1650
71607711245,1550
77452465325,15287
77452451057,10515
77438549124,4933
77458551271,7381
77498562631,8728
77452451066,4555
77452463724,9425
77455A831E0,17796
71607691391,2628
77452451068,5391
77458527014,7381
77435A6ED29,6726
77452451074,12034
77432451050,1171
71607653339,6365
77452467620,4099
77452471305,2514
77402451063,1207
77455A5CCC9,4761
77452463723,15743
77435B30A80,6726
80285B32122,1314
80285B32104,1314
80285B32101,1314
80285B32103,1314
80225B320C3,4184
77492465636,2285
83105B30D09,572
77525B44EA5,3256
77495A98561,1707
77495A757A3,19121
77455A31318,2171
77335A818D0,8305
77259457043,3392
77258387583,9970
77149830124,6996
77148356942,10429
77147109278,14536
76318549869,2835
71607702395,986
52531541508,30154
51168406498,14228
77495B30A76,14578
77525A84266,15962
83105A6D0B4,1229
76428548755,3149
76317105572,1421
76317105168,1386
76317922217,4801
77348396070,37750
77348388471,18210
77339444326,8061
77338829292,2028
77525B54BA8,39989
77145A5A561,11762
77492464354,943
77129829883,3164
46638569664,12247
77252468451,10974
77228355203,9272
83125B54768,764
51472469099,6653
51475B70A02,4370
51475A741A0,7393
51475A40B25,16861
51142472848,3670
51148087190,3863
80165B70CE1,3399
80165B70CE0,2699
80165B70CE2,3399
80165B5F611,2007
80165B70CF2,2771
83222365987,2699
76311540131,9658
76311540132,9658
76311540133,9480
76317913007,12087
76317913008,12087
76317913009,11457
51138074925,1850
3152500700,3610
3152500600,6500
3152500500,7410
B67960009,13800
8R0075111B,7710
4M8075101,6548
4M8075111,5347
4G0075106,6780
4G8075111,4750
8T0075101,2680
8T0075111,4100
8T8075101,2401
4L0075112,8320
8K0075111,4198
8K9075111,3100
8V5075111,4077
8V3075111,5600
8J0075101,1619
4E0075101,6500
8V4075101,3890
4L0075101,4307
4F0075111,5540
85H096353,6600
85H096302,821
85H096315,1390
8J0075111,1619
4G8075101,4190
8K0075101,3985
8V3075101,1525
8P3075101,2590
85H087317,4100
89A071073,3775
4L08618694PK,8199
8U0065110,4490
8T08617104PK,3795
8U0861869A9B9,6579
4G88618699B9,5070
8E5861869AMRY,11050
4B06011707ZJ,1899
4B0601170A7ZJ,1890
4F0601165N,2179
8X0601165,1985
4L0601170041,1679
8L0012243,369
8W0601170B,1648
8W0601170,1487
4M8071156,3999
4M0071762,6236
8U0071761,6536
8W0071761,7800
2G6253825,11700
81A071761A,5909
8Y0071761,9750
8K0071761D,5616
8P0071771,3168
8MA8537405FQ,4407
8MA853740B5FQ,4480
85E945096,4410
8K9853735A2ZZ,2280
4J3853740C5FQ,3690
8B3853740B5FQ,4290
8B38537405FQ,4290
8K0853601,2890
8B5071801716,4490
4M8853740B5FQ,4190
89A998002,3758
8P0998002A,2911
83B998002,3520
8Y1998002,3464
4KL998002,4100
4M8998002B,3699
4K1998002C,4560
4M0955425A,1251
4M1998002,4111
4F1998002A,3883
4H1998002B,4244
4L1998002,4101
8K1998002A,3535
3201810010,11386
8X0061680B,13100
4M0061609A,4050
3292400300,6605
4K1713139D59V,3324
4G0919069,3990
4G0919070,2500
89A061140,3571
4N0905217A,5126
8Y4853741T94,3250
4M0853740A5FQ,4330
4M8853740D5FQ,4480
8W6853602CPUZ,4563
8W6853601CPUZ,3994
